# Exult Usecode Dialogue Translation Dictionary
# English source<TAB>Chinese translation
# Generated: 2026-06-17 10:30:00
# Entries: 11391
#
# To deploy: Copy this file to your Exult <PATCH>/ directory
# as 'usecode_translations.txt'.
#
# Lines starting with '#' are comments.
# Format: English source text<tab>Chinese translation text
============================================================

! And good luck to thee!"*	「祝你好運！」*
! Fly from this place at once! I shall provide escort for thee with my bow. Return at thy peril,	「快離開這裡！我會用我的弓護送你離開。再回來就要冒險了！」
! Help me!!"	「幫幫我！！」
! However, thou mayest have some trouble convincing those who do not know thy face.~~"Of course, thou -shouldst- be safe around thy friends!"	「但是，你可能會遇到一些麻煩，因為有些人不認識你。」~~「當然，你應該在朋友身邊很安全！」
! I admit I do sell Silver Serpent Venom to other places besides the Apothecary. But what I am doing is not -precisely- against the law!"	「我承認，我賣銀蛇毒給其他地方的藥劑師。但是，我做的事情不是完全違法！」
! I earn my gold with this sword arm," he says as he flexes a mighty bicep. "Right now I am in Jhelom continuing my studies in my trade with De Snel, and when I am finished my price is going to go up!"	「我靠這把劍來賺取金幣，」他說，同時展示他的強壯手臂。「現在，我在傑洛姆繼續我的學徒生涯，當我完成後，我的價格就會上漲！」
! I shall never miss New Magincia!"	「我永遠不會錯過新馬吉尼亞！」
! I would wager that thou dost say that to all the barmaids!"	「我想，你對所有的酒吧女服務員都這麼說！」
! If I did not trust the infallibility of mine own eyes, I would not believe it! I was just thinking to myself, 'If only the Avatar were here!' Then...~~"Lo and behold! Who says that magic is dying! Here is living proof that it is not!~~ "Dost thou realize,	「如果我不相信自己的眼睛，我就不會相信！我剛剛在想，『如果只有阿凡達在這裡！』然後……~~「看哪！誰說魔法正在消失！這裡就是活生生的證據！」~~「你知道嗎，」他說，「如果不是你，我就會迷失了。」
! If not for thee, I would be lost."	「如果不是你，我就會迷失了。」
! If thou wilt leave something behind, mayhaps thou wilt be able to sail, and I will be glad, indeed, to sell thee the deed."~Gargan sneezes.	「如果你願意留下什麼東西，可能你就能夠航行，我會很高興地賣給你這份契約。」~加爾根打了個噴嚏。
! It is hearsay!"*	「這只是傳聞！」*
! Mine husband was pardoned by Lord British. He even provided Weston with short-term employment so that he may return to me with money enough in his pockets to feed us for some time!~~"Excellent news, no?"	! 我的丈夫被布列塔尼亞王赦免了，他甚至提供了韋斯頓短期的工作機會，這樣他就可以帶著足夠的錢回來養活我們一段時間！~~"這是個好消息，不是嗎？"
! Perhaps honesty shall lift thee above the	! 也許誠實會讓你脫離貧困
! That means I owe thee	! 這意味著我欠你
! The box is open! Certainly, one as diligent as thee could not have been robbed?"	! 盒子打開了！你這麼勤奮的人不可能被搶劫吧？"
! Thou	! 你
! Thou didst just enjoy thyself, didst thou not? Please come back when thou art rested!"*	! 你只是在享受自己吧？請休息一下再回來吧！"*
! Thy soul shall wail in the catacombs of the netherworld!"	! 你的靈魂將在陰間的墓穴中哀號！"
! Who knows what evil this strange creature might possess!" He inspects the sprite more closely. "Mayhaps I should try it first to be sure it is safe..."*	! 誰知道這個奇怪的生物可能會帶來什麼邪惡！" 他仔細檢查精靈。 "也許我應該先試試看，以確保它是安全的..."*
! You damn	! 你這個該死的
! You have nothing to lose but your	! 你沒有什麼可失去的，只有你的
!" Katrina greets you with a smile.	!" 卡特琳娜帶著微笑迎接你。
!" Nastassia says.	!" 納斯塔西婭說。
!" Sherry the Mouse exclaims.	!" 謝里老鼠驚呼。
!" says a wide-eyed Constance, "What may I do for thee?"	!" 一個目瞪口呆的康斯坦斯說，"我可以為你做什麼？"
"'Bye!"*	!"別了！"*
Honor thy father and thy	尊敬你的父亲和你的
Honorable Hound	尊敬的猎犬
Hook points to you.	他的手指指向你。
Horance looks as if he expected your response. "I knew that one so virtuous as thou wouldst never turn aside while others suffer. Thy generosity seems to have no bounds."	霍兰斯看起来像他预料到了你的反应。“我知道像你这样有美德的人永远不会在他人受苦时袖手旁观。你的慷慨似乎没有界限。”
Horance looks at you curiously, "Thy task is done here in Skara Brae. Thou hast my respect and lifelong gratitude."	霍兰斯好奇地看着你，“你的任务在斯卡拉布雷已经完成。你拥有我的尊重和终身感激。”
Horance the Liche	霍蘭斯的巫妖
Horance thinks for a moment then, "When the well is destroyed, the souls within will be released to float aimlessly upon the ether for a time. I have badly wronged the Lady Rowena and her husband, I would see this wrong mended. Please, lead her out of this dark place and see that she is reunited with Trent. That way they will remain together when they are released. I will know when you've accomplished this task, and then we can continue with the destruction of the well."	霍蘭斯沉思了一會兒，然後說：「當井被毀滅時，井內的靈魂將會被釋放，漂浮在以太中一段時間。我曾對羅薇娜夫人和她的丈夫犯下大錯，我想補償這個錯誤。請你帶領她離開這個黑暗的地方，並確保她與特倫特重聚。這樣當他們被釋放時，他們將會在一起。我會知道你完成了這個任務，然後我們可以繼續毀滅井。」
Horffe is standing at attention just behind him.	霍夫站在他身後，保持警戒。
House of Games	遊戲之屋
House of Items	物品之屋
Housed inside this anthology of stage works are such greats as "Three on a Codpiece", "The Trials of the Avatar", "The Plagiarist", "Clue", "Thumbs Down", and several other prize-winning pieces. For convenience in production, several suggested costumes and make-up techniques are listed in the back.	這本舞台劇集包含了許多傑作，如《三個男人和一根腰帶》、《英勇者的試煉》、《抄襲者》、《線索》、《拇指向下》等。為了方便製作，書末還附上了幾套建議的服裝和化妝技巧。
How many	多少
How many runes are in the archaic script of the outdated Britannian language?	過時的不列顛語言的古老文字中有多少個符文？
How much?	多少錢？
How to keep the Avatar busy for hours looking for a clue--	如何讓Avatar忙個幾個小時找線索——
How to keep the Avatar so very -very- absolutely unbelievably and incredibly busy for hours looking for a clue --	如何讓Avatar非常非常非常非常不可思議地忙個幾個小時找線索——
How to keep the Avatar so very -very- very incredibly busy for hours looking for a clue --	如何讓Avatar非常非常非常不可思議地忙個幾個小時找線索——
How to keep the Avatar very -very- very busy for hours looking for a clue --	如何讓Avatar非常非常忙個幾個小時找線索——
How to keep the Avatar very busy for hours looking for a clue--	如何讓Avatar非常忙個幾個小時找線索——
How to keep the Avatar very very busy for hours looking for a clue --	如何讓Avatar非常非常忙個幾個小時找線索——
However, finding the Stone is only half the battle, for now thou must perform magicks beyonds the abilities of normal men. With a ... thou must..........	不過，找到石頭只是戰鬥的一半，因為現在你必須施展超越普通人能力的魔法。有了...... 你必須..........
However, in combat, they are quite formidable without any aid, for in addition to their sharp claws and the rows of razor-like teeth that fill their maws, they are capable of producing large clouds of fiery death. That, combined with their ability to become invisible makes them more than a match for any foolish enough to cross one.~	不過，在戰鬥中，它們卻是非常可怕的對手。除了它們銳利的爪子和滿口鋒利的牙齒外，它們還能夠產生大量的火焰死亡雲朵。這加上它們能夠隱形的能力，使得它們成為任何愚蠢的人的致命對手。~
However, this also leads to some concern. To this point, every individual who has entered Britannia from another plane has been benevolent (most notably Lord British and the Avatar). But if they have the ability to employ these gates, is there not the chance that other, evil beings might, too, be able to venture into our fair lands at their whimsy? A thought to be considered for the future.	不過，這也引起了一些擔憂。到目前為止，每個進入不列顛尼亞的外來者都是善良的（最著名的是英國領主和英勇者）。但如果它們能夠使用這些門戶，難道就不會有其他邪惡的生物也能夠隨意進入我們的土地嗎？這是一個需要考慮的問題。
Hubert the Lion was haughty and vain And especially proud of his elegant mane. ~But conceit of this sort isn't proper at all And Hubert the Lion was due for a fall. ~One day as he sharpened his claws on a rock He received a most horrible, terrible shock.	獅子哈伯特很驕傲和自大，尤其是他那美麗的鬃毛。 ~但這種自大並不適合，哈伯特獅子即將面臨一次大挫敗。 ~有一天當他在岩石上磨他的爪子時，他受到了一個可怕的、可怕的震撼。
I -am- the Avatar!	我就是阿凡達！
I am -the- Avatar!	我是 - 阿凡達！
I am getting sleepy...	我開始感到睏了……
I am interested	我很有興趣
I am the -Avatar-!	我是 - 阿凡達！
I am the Avatar	我是阿凡達
I am too old for this.	我已經老得不想再做這些事了。
I believe it now resides in the Royal Museum in Britain, yet the empty pedestal still remains in the center of town. I feel this is symbolic of the town itself. It is rather empty -- of people, of life, and of honor. 'Tis sad, really."	我相信它現在被收藏在英國的皇家博物館，但空蕩的基座仍然留在鎮中心。我覺得這象徵著這個鎮本身。它的確是空蕩的——沒有人、沒有生命、也沒有榮譽。真的很可悲。”
I believe the bridge is blocked.	我相信橋梁被封鎖了。
I bet that would work much better if thou wouldst put some liquid in it...	我想如果你把液體加進去的話，會更有效……
I could use a drink.	我需要喝點東西。
I do hearby bequeath my firedoom staff to anyone who is mighty and cunning enough to penetrate the defenses of my fortress and slay my pet.~~	我在此宣布將我的火焰法杖贈送給任何足夠強大和足智多謀的人，誰能夠突破我的堡壘的防禦並殺死我的寵物。~~
I do not trust 'em. I think they are all hiding something. I think they are all tricksters. Take mine old friend Mole, for example. Well, mine old ex-friend Mole. He has changed a great deal since joining them."	我不信任他們，我覺得他們都在隱瞞什麼。我覺得他們都在耍詐。就拿我以前的朋友莫爾（Mole）來說吧。嗯，我的前朋友莫爾。他自從加入他們以後，變得很大。"
I don't know	我不知道
I don't mean to be irreverent, but did the matter not involve death, 'twould be a humorous sight: the two golems popping up and down as each one passed the `heart' to the other...@	我不是故意不敬，但如果這件事不涉及死亡的話，這會是一個很幽默的景象：兩個魔像不斷地上下跳動，每當其中一個魔像把『心臟』傳給另一個時……@
I don't understand	我不懂
I forgive thy misrepresentation at our first meeting."	我原諒你在我們第一次見面時的誤會。
I have been here for more days than I am able to remember, though I have not forgotten the day I entered this forsaken cave which has become my tomb. That was 2-29-0227. But my food ran out long ago, and the rats are more interested in eating me than letting me eat them. My strength is gone, as is my will. If thou dost find this, please tell Mythra I love her.	我已經在這裡待了比我記得還要長的時間，雖然我沒有忘記我進入這個該死的洞穴的那一天，那是0227年2月29日。但我的食物早就耗盡了，老鼠更喜歡吃我，而不是讓我吃它們。我的力量消失了，我的意志也消失了。如果你找到這封信，請告訴Mythra我愛她。
I have come to know the bartender and the healer."	我已經認識了酒吧老闆和治療師。"
I have explored all this region."	我已經探索了這整個地區。"
I have false flag	我有虛假旗幟
I have found that a combination of electrical energy and magnetic energy has a profound effect upon the substance. Together, these properties cause Black Rock to become permeable, that is, one can put one's hand through the substance as if it were water!	我發現電能和磁能的結合對這種物質有深遠的影響。這些性質使黑岩變得可滲透，也就是說，人們可以像穿過水一樣把手伸進去！"
I have not forgotten thy wrong doing, nor the evil crime that followed it.	我沒有忘記你的過錯，也沒有忘記你犯下的惡行。
I have nothing but the highest regard for the Destroyer of the Age of Darkness and Harbinger of the Age of Enlightenment.	我對黑暗時代的毀滅者和啟蒙時代的先驅只有最高的敬意。"
I have often wondered if another interface was implemented, would the psyche return, or possibly be regenerated..."	我常常想，如果實現另一個界面，心靈會回來，或者可能會再生..."
I have seen thee destroy Mondain's power and so defeat that misguided mage, I have seen thee vanquish the enchantress Minax, I have also seen, in a very unique way, how thou brought low the hellspawn Exodus."	我看過你摧毀蒙代恩的力量，擊敗那位誤導的巫師，我也看過你戰勝女巫米娜克斯，我還以非常獨特的方式看過你如何擊敗地獄之子埃克索達斯。"
I have the time	我有時間
I heard something!	我聽到了什麼！
I know The Game	我知道遊戲
I know the Game	我知道遊戲
I mind	我介意
I must quit for the day. The headaches that have been plaguing me have gotten worse. I am forgetting more and more. Very soon, I am afraid, I will forget how to cast simple spells. I believe something might be affecting the magical ether. But I cannot be sure...	我必須結束今天的工作。困擾我的頭痛越來越嚴重。我的記憶力越來越差。很快，我恐怕會忘記如何施展簡單的魔法。但我無法確定...
I need answers	我需要答案
I need it immediately	我需要它馬上
I shan't murder thee	我不會殺了你
I understand. Fear not	我明白了，別害怕
I wish thou wouldst	我希望你能
I wonder why everyone has become so crazy for these special trees. I doubt even one so insane as Lord British's Chuckles would pass these off as any sort of precious metal, though if anyone would, we all know it would be the man who carries so much weight with Lord British (the weight of wine bottles, that is).	我不知道為什麼每個人都瘋狂地喜歡這些特殊的樹木。我懷疑即使是Lord British的Chuckles也不會把這些樹木當作任何珍貴的金屬，雖然如果有人會這樣做，我們都知道那會是誰（就是那個與Lord British有著大量酒瓶的人）。
I'll show you my	我會給你看我的
Ich bin ein	Ich bin ein
If any piece, excluding the treasure, is "pushed" onto a blue square or off the board, that piece is considered lost, and is removed from play. The treasure may not be "pushed" off the board.~~	如果任何一件東西（不包括寶藏），被「推」到藍色方格上或是掉出棋盤，那件東西就會被視為失落，並從遊戲中移除。寶藏不能被「推」出棋盤。~~
If he heard you, he ignores the fact as you take your leave. You truly feel pity for this deeply wounded spirit.*	如果他聽見你，他會忽略這件事，你離開時，他仍然保持沉默。你真心為這個深受傷害的靈魂感到可憐。*
If thou art in need of practice, why not	如果你需要練習，為什麼不
If thou wouldst like, I would be happy to give thee a dozen of my special arrows. Art thou interested?	如果你想要，我很樂意送給你一打我的特殊箭。你有興趣嗎？
In addition, most hens do not lay their eggs at the same time as their sister hens. A hen must rest at the minimum three full hours before she will capable of producing another. And do not be concerned if more time is necessary for thy hens to create more of their offspring.	另外，大多數母雞不會在同一時間產卵。母雞至少需要休息三個小時才能再次產卵。所以，如果你的母雞需要更多時間來產卵，請不要擔心。
In addition, the book lists a few of the after-effects of healing and curing, such as an increase in appetite, intense restlessness, and slight dizzy spells. Though not for good as an introduction to healing for beginners, the tome is perfect for the seasoned healer.	另外，這本書還列出了治療和治癒的後果，如增加的食欲、強烈的不安和輕微的暈眩。雖然這本書不是初學者的最佳入門書，但它對經驗豐富的治療師來說是完美的。
In the Book of Fellowship, how many bandits can be seen surrounding on the old man in the illustration on page three?	在《友誼之書》中，第三頁的插圖中，有多少個強盜圍繞著老人？
In this volume, compiled for easy reference, are some of the many fascinating constructions I have found during my researches. These items range from interesting uses for mundane items to fascinating miscarriages of magic. Please read and enjoy the varied realm of My Brittannia.*	在這本為了方便參考而編纂的書中，收錄了我在研究中發現的許多迷人的結構。這些項目從普通物品的有趣用途到迷人的魔法失敗都有。請閱讀並享受我在不列顛尼亞的研究成果。*
Into thy boots the foul concoction will seep, bringing on nausea and dizziness. The wise traveller wears swamp boots in such places.	這些髒東西會滲入你的靴子裡，引起噁心和頭暈。聰明的旅人在這樣的地方會穿著沼澤靴。
Invisible All	Invisible All
Iolo blushes. "I am honored, my friend. I was not aware I had an admirer in this part of the land." He bows to Bradman, who returns the gesture.*	Iolo臉紅了。「我感到榮幸，我的朋友。我不知道自己在這片土地上有個崇拜者。」他向Bradman鞠躬，後者也回禮。*
Iolo leans toward you.~~ "I believe we have heard enough of this, no?"*	Iolo湊近你。~~「我想我們已經聽夠了吧？」*
Iolo looks hurt. "Thou dost really want me to leave?"	Iolo看起來很傷心。「你真的要我離開？」
Iolo makes a sour face and wipes his cheek.~~ "Avatar, that was the sloppiest, wettest, most... -disgusting- kiss I have ever felt!"*	Iolo 做出一副苦臉並擦拭他的臉頰。~~ "Avatar，那是最糟糕、最濕潤、最... -令人作嘔- 的吻，我曾經感受到的！"*
Iolo nods, his joy fading quickly as he is reminded of the reason he was standing there in the first place.~~ "Ah, yes. Our friend Petre here discovered something truly ghastly this morning. Take a look inside the stables. I shall accompany thee."	Iolo 點頭，他的喜悅迅速消失，因為他想起了他站在那裡的原因。~~ "啊，是的。Petre 這裡的朋友今天早上發現了什麼真正令人震驚的事情。進去馬廄看看，我將陪伴你。"
Iolo sighs deeply.*	Iolo 深深地嘆息。*
Iolo slaps his own cheek to keep himself from dozing off. ~~"Avatar, I do believe that we have heard enough of this."*	Iolo 拍打自己的臉頰，以免自己昏昏欲睡。 ~~"Avatar，我想我們已經聽夠了這個了。"*
Iolo smiles proudly.~~"My shop has, er, grown a bit since thou wert here last,	Iolo驕傲地微笑。~~"我的店鋪，呃，已經有一些成長了，因為你上次來這裡。"
Iolo steps near you and speaks in a whispered tone.~~"Do not trust this one,	Iolo 靠近你並用耳語的語調說話。~~"不要相信這個人，"
Iolo takes you aside and whispers, "Avatar, for the sake of our mutual sanity, I strongly suggest that thou shouldst purchase a mouse."	Iolo 把你拉到一邊並耳語說， "Avatar，為了我們共同的理智，我強烈建議你應該購買一隻老鼠。"
Iolo whispers in your ear.~~"	Iolo 在你的耳邊耳語。~~"
Iolo whispers to you, "Er, Avatar, thou dost know that I do not condone stealing. But, er, I do believe these stones may be useful to us. Perhaps we should come back later when the museum is closed, if thou dost know what I mean? After all, these items technically belong to thee!"	Iolo 在你耳邊耳語， "呃，Avatar，你知道我不贊成偷竊。但是，呃，我相信這些石頭可能對我們有用。也許我們應該在博物館關閉後再來，如果你知道我的意思。畢竟，這些物品在技術上屬於你！"
Iolo whispers to you, "Methinks young Spark hath learned a lot whilst adventuring with thee!"*	Iolo 在你耳邊耳語， "我想年輕的 Spark 在與你冒險的時候已經學到了很多東西！"*
Iolo whispers to you, "Pleasant chap, is he not?"	Iolo 在你耳邊耳語， "他是一個令人愉快的人，是不是？"
Iolo whispers to you, "This fellow is quite sharp, is he not?"*	Iolo 在你耳邊耳語， "這個人是非常敏銳的，是不是？"*
Iolo whispers to you, "This man seems very defensive, dost thou not think? I say we should observe him and see where he goes after The Fellowship meeting tonight."	Iolo 在你耳邊耳語， "這個人似乎很有防禦性，你不這麼認為嗎？我說我們應該觀察他，看看他在今晚的 The Fellowship 會議後會去哪裡。"
Iolo whispers to you. "Art thou quite certain,	Iolo 在你耳邊耳語。 "你確定嗎，"
Iolo whispers to you. "I am particularly enjoying the visual effects. The script is a little weak, dost thou not think?"*	Iolo 在你耳邊耳語。 "我特別喜歡視覺效果。劇本有一點薄弱，你不這麼認為嗎？"*
Iolo whispers to you. "I do not know about taking a child on the road with us,	Iolo 小聲對你說。 "我不知道帶著孩子一起上路是不是個好主意。
Iolo whispers to you. "This fellow is quite daft. Be careful."	Iolo 小聲對你說。 "這個人似乎有些愚蠢，請小心。
Iolo winks conspiratorially. He whispers, "Due no doubt to the difference in the structure of time in our original homeland and that of Britannia?"~~He resumes speaking aloud. "I have aged a little, as thou canst see. But of course, I have stayed here in Britannia all this time.~~"Oh, but Avatar! Wait until I tell the others! They will be happy to see thee! Welcome to Trinsic!"*	Iolo 眨眨眼睛，帶著陰謀的神情。他小聲說， "這大概是由於我們原來的故鄉和布利坦尼亞的時間結構不同吧？~~他恢復正常的聲音。 "我已經老了一點，如你所見。但是，我一直待在布利坦尼亞。~~"哦，阿凡達！等我告訴其他人吧！他們會很高興見到你！歡迎來到特里尼斯！"*
Iolo's Bows	Iolo 的弓
Iolo's South	Iolo 的南方
Iolo's eyes narrow as he adopts a patronizing look on his face.~~"And I suppose thou art without fear?" he says to Spark.*	Iolo 眼睛眯起，帶著居高臨下的神情。~~"你不怕嗎？"他對 Spark 說。
Iriale smiles devilishly.~~"I bar people from entering. Thou hast disobeyed the rule of the Meditation Retreat. Ian will be most displeased. Thou had best leave now."	Iriale 惡意地笑著。~~"我禁止人們進入。你違反了冥想修行中心的規則。 Ian 會很不高興。你最好現在離開。"
Is it not rather difficult to unlock it with a key?@	用鑰匙鎖門不是很困難嗎？@
Is it not rather futile to lock it now?@	現在鎖門不是很無用嗎？@
Is that Liche gone yet?	那個巫妖還沒有走嗎？
Is that acceptable?"	這樣可以嗎？"
Is that agreeable?"	這樣你滿意嗎？"
Is that all right?"	這樣可以嗎？"
Is that price all right?"	這個價格你滿意嗎？"
Is there liquor?	有酒嗎？
Iskander squints his eye at you. "Do not start that again!"	Iskander 瞪著眼睛看你。 "不要再提那件事了！"
Isle of Fire	火焰之島
It appears Malloy can no longer stand being left out of the conversation. "It was -mine- idea to send Lord British the helmet," he says proudly. "While we have not yet heard back from him about it I am sure he will find some way to thank us." Malloy's helmet falls off and he stands there a long time before regaining the composure to pick it up again.*	Malloy 似乎再也無法忍受被排除在對話之外。 "是我想出的主意，送給布利坦尼亞王的頭盔，"他自豪地說。 "雖然我們還沒有收到他對此的回應，但我相信他會找到感謝我們的方法。" Malloy 的頭盔掉了下來，他站在那裡很長時間才恢復了鎮定，彎腰撿起頭盔。*
It does.*	是的。
It is apparent that the meeting will be continuing for some time... You decide you have more important matters to attend to.*	這場會議似乎還會持續一段時間... 你決定你有更重要的事情要處理.*
It is important to set the flour first upon the table. Many bakers prefer to manipulate the dough on the hearth itself, but I prefer preheating the hearth (it makes for more thorough baking), so that is not possible.~	首先將麵粉放在桌子上是很重要的。許多麵包師傅喜歡在爐灶上操作麵團，但我喜歡預熱爐灶（這樣可以更徹底地烘烤麵包），所以這樣做是不可能的。~
It is most fortunate that thou fell so near our shelter. Thou must have a protector watching over thee.@	真是幸運，你掉落的地方離我們的庇護所如此接近。你一定有一個守護者在看護你。
It is not known where Hook resides, but many believe he has a secret hideout on Buccaneer's Den. His most recent sighting confirmed that he is travelling with a warrior gargoyle named Forskis.~~	目前尚不清楚Hook居住在哪裡，但許多人相信他有一個隱藏在海盜之島的秘密基地。他的最近一次出現證實了他正在與一名名叫Forskis的戰士石像鬼一起旅行。~~
It is the author's expectation that thou art reading this to familiarize thyself with the effects of various potions based on their color. The first part of this work will discuss such aspects, with the remaining pages covering the materials and steps required to make such alchemal creations.*	這本書的作者希望你能夠通過閱讀這本書來熟悉不同顏色的藥水的效果。這本書的第一部分將討論這些方面，剩下的頁面將介紹製作這些藥水的材料和步驟。*
It is this curiosity which has brought me to this island from which Exodus, the spawn of Mondain and Minax, sought to rule the world.	正是這種好奇心，帶我來到這座島，從這裡，Exodus，Mondain和Minax的後代，企圖統治世界。
It seems that a pick is not needed for that.	似乎不需要用錘子來做那件事。
It seems the tree will yield nothing of value.	似乎樹上沒有什麼值得注意的東西。
It was Elizabeth and Abraham who found thee and delivered thee to us.	是Elizabeth和Abraham發現你，並把你帶到我們這裡。
It was Lord British who had the insight to call forth a quest for the Avatar (whom also happened to be the champion from the days of Sosaria), and who gave prosperity and happiness unto the people.~	正是布列塔尼亞的領主布列塔尼亞王（同時也是索薩里亞時代的英雄）洞察到需要召喚英雄的遠見，並給予人民繁榮和幸福。~
It was reputedly a great item of magic. Didst thou find it so?" He cocks his head to one side as he asks the question.	這據說是一件偉大的魔法物品。你覺得它是嗎？”他側著頭問這個問題。
Jaana blushes. "Yes, I have been seeing our Town Mayor for some time now."	Jaana臉紅了。“是的，我一直在和鎮長約會。”
Jakher looks into your eyes, sizing you up intellectually. "Thou dost need to learn more on the field of battle. If we spoke now I would be wasting my breath. Thou wouldst not understand a word I said."	Jakher凝視你的眼睛，評估你的智力。“你需要在戰場上學習更多。如果我們現在說話，我會浪費我的呼吸。你不會理解我說的一字一句。”
Jakher's eyes glow bright as he begins to explain some of the strategies used by great military leaders in awesome battles fought in ages past. He whispers to	Jakher的眼睛閃亮著，他開始解釋一些偉大的軍事領袖在過去的戰爭中使用的戰略。他低聲對
James wipes his brow. "Phew! That was a close call!"	James擦拭額頭上的汗。“哇！那真是千鈞一髮！”
Jeanette thinks about what was said. "Thou art right! I cannot believe I have been so blind! Oh, Charles! I can actually consider Charles! And he is... so handsome!" Jeanette squeals with delight. "I shall have to flirt with him in earnest next time he is in the pub!"	Jeanette想了一會兒。“你說的對！我居然如此盲目！哦，Charles！我真的可以考慮Charles！而且他是... 那麼帥！”Jeanette高興地尖叫。“我下次一定要在酒館裡和他調情！”
Jesse clears his throat. "Hello again!"	Jesse清了清喉嚨。“你好，再見！”
Jordan smiles. "I see. And who wouldst thou be? Shamino?"*	Jordan微笑著。“我明白。那么你是誰？Shamino？”
Joseph looks a little embarrassed. "I meant no insult to thee as a member of The Fellowship,	Joseph看起來有些尷尬。“我不是要侮辱你作為The Fellowship的一員，
Joseph nods his head respectfully to you. "How may I assist thee?"	約瑟夫點點頭，向你行了個禮。 "我該如何幫助你呢?"
Judgement rendered.* Sentence selected:* Death.*	判決已下.* 判決已選定:* 死刑.*
Judith goes back to her instrument after a smile and a wave.*	朱迪斯在微笑和揮手後回到她的樂器旁。*
Judith is busy performing with The Avatars and cannot speak at the moment.*	朱迪斯正忙著與 The Avatars 合作演出，現在無法與你交談。*
Judith suspicious	朱迪斯疑惑
Just as you are about to pluck the gem literally from the jaws of death, the dragon gently places it within her nest. Dracothraxus closes her mouth and winks at you. "'Twas merely a test of thy courage, little one."	就在你準備把寶石從死亡的口中取出時，龍女溫柔地把它放在巢中。 Dracothraxus 關上嘴巴，對你眨眨眼。 "'這只是對你勇氣的一個考驗，小傢伙。"
Just below the winged gargoyles follow the wonderous masses of humanity, without whom the economic and governmental aspects would collapse. These, of course, are followed by the less worldly, but quite, quite strong wingless gargoyles.~	在有翼石像的下方，跟隨著的是人類的群眾，如果沒有他們，經濟和政府將會崩潰。當然，這些人群之後還有不太世俗但卻相當強大的無翼石像。~
Just for a moment you think you see a fleeting expression of hope cross the Ferryman's skeletal features, then it's gone. "I must perform my duty... until the end of eternity."	你只看到了一瞬間，渡船人骨骼的臉上似乎出現了一絲希望的表情，然後就消失了。 "我必須完成我的職責…… 直到永恆的結束。"
KEEP BRITANNIA CLEAN -- SEND THE GARGOYLES BACK! ~~ ~~ ~~ Paid for by the Britannian Purity League	保持不列顛潔淨 -- 將石像鬼送回去！ ~~ ~~ ~~ 由不列顛純潔聯盟贊助
Kal Vas Xen	卡爾瓦斯肯
Kallibrus smiles and greets you with a nod.	卡利布魯斯微笑著，點點頭向你打招呼。
Karenna gives you a cross look. "I am not running a charity. Come back when thou dost have more money!"	卡倫娜給你一個不悅的眼神。 "我不是在經營慈善事業。 等你有更多錢再回來吧！"
Karenna glares at	卡倫娜瞪著
Karenna leaps like a panther around the padded mat of the training ring. Her movements are so fast, they are a blur. She attacks. At first she lands her blows at will, causing stings of pain that send	卡倫娜像一隻豹子一樣在訓練場的墊子上快速移動。 她的動作快得令人眼花撩亂。 她發動攻擊。 起初，她的攻擊毫不費力地擊中對手，引起刺痛的感覺，讓
Karenna looks at	卡倫娜看著
Keg O' Spirits	酒桶精神
Kessler examines the vial carefully.	凱斯勒仔細檢查了這瓶藥水。
Kessler examines the vials carefully.	凱斯勒仔細檢查了這些瓶藥水。
Kessler opens his coinpurse and pays you	凱斯勒打開他的錢袋並付給你
Key inside	鑰匙在裡面
Kill Wrathy	殺死沃拉西
Kissme glides over to Iolo and plants a big kiss on his cheek.~~"Yes! I love thee! Yes, I do!"*	基斯米滑到艾歐洛身邊並親吻了他的臉頰。~~"是的！我愛你！是的，我真的愛你！"*
Kissme places the wettest, sloppiest, oozingest, and mushiest smack you have ever felt on your mouth. ~~"Oh, yes! That was fun! I love thee! Yes, it's true!"	基斯米給你一個最濕、最糟糕、最黏糊糊的、最令人作嘔的親吻。 ~~"哦，是的！那很有趣！我愛你！是的，這是真的！"
Kissme then flies near Dupre.~~"Handsome man! Handsome man! I love thee! It's true! It's true!"*	基斯米接著飛到杜普雷身邊。~~"帥氣的男人！帥氣的男人！我愛你！這是真的！這是真的！"*
Kite-building techniques thou hast never seen before, from the simple box kite to the mind-numbing criscross butterfly. Each kite is presented in several forms, from beginning to end. At the end of the essay is a listing of wind variables and flying styles.	你從未見過的風箏製作技術，從簡單的盒子風箏到令人目眩的十字蝴蝶風箏。每種風箏都會以多種形式呈現，從開始到完成。在這篇文章的最後，有一份風的變數和飛行風格的清單。
Klog is leading the town members in a Fellowship meeting.	克洛格正在領導鎮民們進行一個信徒會議。
Knight's Bridge	騎士橋
Kristy hugs her baby doll tight. "Rosa!"	克里斯蒂擁抱她的娃娃。 "蘿莎！"
Kristy is more than happy to do so. "A-B-C-D-E-F-G! H-I-K-M-M-M-O-P! Q-T-W-Y-X-Z!" She is proud of her song, although she didn't get it quite right.	克里斯蒂很樂意這樣做。 "A-B-C-D-E-F-G! H-I-K-M-M-M-O-P! Q-T-W-Y-X-Z!" 她為她的歌感到自豪，雖然她沒有完全正確。
Kristy looks confused. "Sing. Horsey. Rosa. Winner."	克里斯蒂看起來很困惑。 "唱歌。馬。蘿莎。贏家。"
Lady Jehanne	傑漢女士
Lady Leigh	萊伊女士
Lady M.	Lady M.
Lady Tory	Lady Tory
